Chr,gene_symbol,tissue,fold_change,p_value,regulation,detecting_method,pubMed_ID
-,AW138098,prefrontal cortex,-0.53,0.000419,DOWN,Microarray,26793951
-,AY239294,prefrontal cortex,-0.33,0.000066,DOWN,Microarray,26793951
-,AY562498,prefrontal cortex,-0.41,0.000678,DOWN,Microarray,26793951
-,AY927536,prefrontal cortex,-0.32,0.000292,DOWN,Microarray,26793951
-,AY927536,prefrontal cortex,-0.33,0.000321,DOWN,Microarray,26793951
-,AY952884,prefrontal cortex,-0.52,0.000335,DOWN,Microarray,26793951
7,AZGP1,prefrontal cortex,0.74,0.00077,UP,RNA-Seq,26793951
11,B4GALNT4,prefrontal cortex,0.43,0.0000808,UP,RNA-Seq,26793951
6,BAG2,prefrontal cortex,0.34,0.00027,UP,Microarray,26793951
10,BAG3,prefrontal cortex,1.03,0.000000613,UP,RNA-Seq,26793951
16,BAIAP3,prefrontal cortex,0.22,0.00134,UP,microarray transcriptomics,26793951
16,BANP,prefrontal cortex,0.39,0.000037,UP,RNA-Seq,26793951
1,BARHL2,prefrontal cortex,-0.65,0.00101,DOWN,RNA-Seq,26793951
-,BAT1,prefrontal cortex,-0.35,0.000738,DOWN,Microarray,26793951
-,BC002470,prefrontal cortex,-0.41,0.000434,DOWN,Microarray,26793951
-,BC002570,prefrontal cortex,-0.35,0.000313,DOWN,Microarray,26793951
-,BC003075,prefrontal cortex,-0.52,0.00000231,DOWN,Microarray,26793951
-,BC004503,prefrontal cortex,-0.38,0.000809,DOWN,Microarray,26793951
-,BC005884,prefrontal cortex,-0.73,0.000386,DOWN,Microarray,26793951
-,BC007552,prefrontal cortex,-0.88,0.00000812,DOWN,Microarray,26793951
-,BC007606,prefrontal cortex,-0.52,0.00055,DOWN,Microarray,26793951
-,BC008341,prefrontal cortex,-0.58,0.000445,DOWN,Microarray,26793951
-,BC013295,prefrontal cortex,0.27,0.000643,UP,Microarray,26793951
-,BC015588,prefrontal cortex,-0.29,0.000305,DOWN,Microarray,26793951
-,BC032091,prefrontal cortex,-0.35,0.000204,DOWN,Microarray,26793951
-,BC064586,prefrontal cortex,-0.29,0.000501,DOWN,Microarray,26793951
-,BC071732,prefrontal cortex,-0.46,0.0000863,DOWN,Microarray,26793951
20,BCAS4,prefrontal cortex,-0.47,0.000498,DOWN,Microarray,26793951
12,BCAT1,prefrontal cortex,-0.11,0.00519,DOWN,microarray transcriptomics,26793951
19,BCAT2,prefrontal cortex,0.39,0.00115,UP,RNA-Seq,26793951
15,BCL2A1,prefrontal cortex,0.27,0.000955,UP,Microarray,26793951
19,BCL3,prefrontal cortex,0.57,0.000953,UP,RNA-Seq,26793951
3,BCL6,prefrontal cortex,0.47,0.0023,UP,RNA-Seq,26793951
11,BDNF,prefrontal cortex,-0.67,0.000375,DOWN,RNA-Seq,26793951
-,BE093050,prefrontal cortex,-0.51,0.000427,DOWN,Microarray,26793951
-,BF432354,prefrontal cortex,-0.31,0.000483,DOWN,Microarray,26793951
9,BICD2,prefrontal cortex,0.23,0.000671,UP,Microarray,26793951
19,BLVRB,prefrontal cortex,0.19,0.00095,UP,microarray transcriptomics,26793951
4,BMP2K,prefrontal cortex,-0.4,0.000466,DOWN,RNA-Seq,26793951
10,BMPR1A,prefrontal cortex,0.38,0.000267,UP,Microarray,26793951
1,BNIPL,prefrontal cortex,0.68,0.0000825,UP,RNA-Seq,26793951
4,BOD1L1,prefrontal cortex,-0.31,0.000321,DOWN,RNA-Seq,26793951
-,BQ029628,prefrontal cortex,-0.59,0.000531,DOWN,Microarray,26793951
-,BQ307884,prefrontal cortex,0.25,0.000256,UP,Microarray,26793951
7,BRAF,prefrontal cortex,-0.49,0.000845,DOWN,RNA-Seq,26793951
7,BRI3,prefrontal cortex,0.26,0.00178,UP,RNA-Seq,26793951
10,BTAF1,prefrontal cortex,-0.4,0.00308,DOWN,RNA-Seq,26793951
5,BTF3,prefrontal cortex,-0.11,0.0000433,DOWN,microarray transcriptomics,26793951
-,BX107836,prefrontal cortex,0.32,0.000737,UP,Microarray,26793951
-,BX350880,prefrontal cortex,-0.42,0.000363,DOWN,Microarray,26793951
-,BX455216,prefrontal cortex,-0.51,0.0000135,DOWN,Microarray,26793951
-,BX537816,prefrontal cortex,-0.52,0.00012,DOWN,Microarray,26793951
10,C10orf104,prefrontal cortex,0.35,0.0000352,UP,Microarray,26793951
10,C10orf107,prefrontal cortex,-0.58,0.00281,DOWN,RNA-Seq,26793951
10,C10orf111,prefrontal cortex,0.61,0.0000684,UP,RNA-Seq,26793951
10,C10orf68,prefrontal cortex,-0.51,0.00199,DOWN,RNA-Seq,26793951
10,C10orf85,prefrontal cortex,0.79,0.0000132,UP,RNA-Seq,26793951
10,C10orf91,prefrontal cortex,-0.21,0.000839,DOWN,Microarray,26793951
11,C11orf16,prefrontal cortex,-0.81,0.000736,DOWN,RNA-Seq,26793951
11,C11orf83,prefrontal cortex,0.33,0.000372,UP,RNA-Seq,26793951
11,C11orf84,prefrontal cortex,0.5,0.0000128,UP,RNA-Seq,26793951
11,C11orf94,prefrontal cortex,0.77,0.000395,UP,RNA-Seq,26793951
-,C14orf56,prefrontal cortex,0.32,0.000417,UP,Microarray,26793951
15,C15orf38,prefrontal cortex,-0.29,0.000203,DOWN,Microarray,26793951
15,C15orf39,prefrontal cortex,0.42,0.000255,UP,RNA-Seq,26793951
17,C17orf28,prefrontal cortex,-0.4,0.000595,DOWN,Microarray,26793951
17,C17orf67,prefrontal cortex,0.52,0.0000979,UP,RNA-Seq,26793951
18,C18orf42,prefrontal cortex,-0.7,0.0028,DOWN,RNA-Seq,26793951
19,C19orf33,prefrontal cortex,0.76,0.00115,UP,RNA-Seq,26793951
19,C19orf48,prefrontal cortex,-0.23,0.000326,DOWN,Microarray,26793951
19,C19orf48,prefrontal cortex,-0.42,0.000744,DOWN,RNA-Seq,26793951
1,C1orf143,prefrontal cortex,0.7,0.00276,UP,RNA-Seq,26793951
1,C1orf145,prefrontal cortex,-0.67,0.000859,DOWN,RNA-Seq,26793951
1,C1orf156,prefrontal cortex,0.34,0.000209,UP,Microarray,26793951
1,C1orf175,prefrontal cortex,-0.54,0.0000485,DOWN,Microarray,26793951
1,C1orf177,prefrontal cortex,-0.74,0.00206,DOWN,RNA-Seq,26793951
1,C1QA,prefrontal cortex,0.65,0.00218,UP,RNA-Seq,26793951
4,C1QTNF7,prefrontal cortex,-0.8,0.00018,DOWN,RNA-Seq,26793951
20,C20orf195,prefrontal cortex,0.78,0.000582,UP,RNA-Seq,26793951
21,C21orf67,prefrontal cortex,-0.47,0.0000252,DOWN,Microarray,26793951
22,C22orf31,prefrontal cortex,-0.39,0.000443,DOWN,Microarray,26793951
22,C22orf34,prefrontal cortex,0.82,0.000000947,UP,RNA-Seq,26793951
2,C2orf16,prefrontal cortex,-0.57,0.00013,DOWN,RNA-Seq,26793951
3,C3orf17,prefrontal cortex,-0.19,0.000222,DOWN,RNA-Seq,26793951
4,C4orf22,prefrontal cortex,-1.03,0.0000174,DOWN,RNA-Seq,26793951
4,C4orf29,prefrontal cortex,-0.26,0.00204,DOWN,RNA-Seq,26793951
4,C4orf33,prefrontal cortex,-0.29,0.00287,DOWN,RNA-Seq,26793951
4,C4orf50,prefrontal cortex,-0.79,0.000225,DOWN,RNA-Seq,26793951
9,C5,prefrontal cortex,-0.37,0.00212,DOWN,RNA-Seq,26793951
5,C5orf42,prefrontal cortex,-0.28,0.00189,DOWN,RNA-Seq,26793951
5,C5orf55,prefrontal cortex,-0.34,0.00254,DOWN,RNA-Seq,26793951
6,C6orf141,prefrontal cortex,-0.89,0.000156,DOWN,RNA-Seq,26793951
7,C7orf55-LUC7L2,prefrontal cortex,-0.29,0.000318,DOWN,RNA-Seq,26793951
7,C7orf57,prefrontal cortex,-0.76,0.00124,DOWN,RNA-Seq,26793951
7,C7orf61,prefrontal cortex,1.07,0.000000503,UP,RNA-Seq,26793951
8,C8orf44,prefrontal cortex,-0.29,0.000641,DOWN,RNA-Seq,26793951
8,C8orf76,prefrontal cortex,0.29,0.000382,UP,Microarray,26793951
9,C9orf114,prefrontal cortex,0.36,0.00059,UP,RNA-Seq,26793951
9,C9orf152,prefrontal cortex,0.93,0.000102,UP,RNA-Seq,26793951
9,C9orf171,prefrontal cortex,-0.69,0.00206,DOWN,RNA-Seq,26793951
8,CA1,prefrontal cortex,0.31,0.0023,UP,microarray transcriptomics,26793951
-,CA420688,prefrontal cortex,0.2,0.000404,UP,Microarray,26793951
-,CA429641,prefrontal cortex,-0.35,0.000292,DOWN,Microarray,26793951
-,CA748489,prefrontal cortex,-0.38,0.000982,DOWN,Microarray,26793951
8,CA8,prefrontal cortex,0.38,0.000103,UP,Microarray,26793951
22,CACNG2,prefrontal cortex,-0.15,0.000245,DOWN,microarray transcriptomics,26793951
10,CACUL1,prefrontal cortex,-0.25,0.000026,DOWN,RNA-Seq,26793951
11,CADM1,prefrontal cortex,0.15,0.00111,UP,microarray transcriptomics,26793951
16,CALB2,prefrontal cortex,0.25,0.000894,UP,microarray transcriptomics,26793951
7,CALN1,prefrontal cortex,-0.48,0.00254,DOWN,RNA-Seq,26793951
3,CAMKV,prefrontal cortex,0.1,0.00125,UP,microarray transcriptomics,26793951
1,CAPN2,prefrontal cortex,0.32,0.000594,UP,RNA-Seq,26793951
1,CAPN2,prefrontal cortex,0.41,0.000781,UP,Microarray,26793951
11,CAPRIN1,prefrontal cortex,0.36,0.000536,UP,Microarray,26793951
17,CARD14,prefrontal cortex,0.6,0.000181,UP,RNA-Seq,26793951
9,CARD9,prefrontal cortex,0.69,0.000000108,UP,RNA-Seq,26793951
2,CARF,prefrontal cortex,-0.5,0.000369,DOWN,RNA-Seq,26793951
19,CARM1,prefrontal cortex,0.1,0.00365,UP,microarray transcriptomics,26793951
10,CASC10,prefrontal cortex,0.49,0.0000887,UP,RNA-Seq,26793951
11,CASP4,prefrontal cortex,0.54,0.00258,UP,RNA-Seq,26793951
10,CASP7,prefrontal cortex,0.61,0.0000594,UP,RNA-Seq,26793951
5,CAST,prefrontal cortex,-0.17,0.000337,DOWN,microarray transcriptomics,26793951
16,CBLN1,prefrontal cortex,-0.84,0.000404,DOWN,RNA-Seq,26793951
14,CBLN3,prefrontal cortex,-0.84,0.000442,DOWN,RNA-Seq,26793951
17,CBX2,prefrontal cortex,0.47,0.0015,UP,RNA-Seq,26793951
10,CC2D2B,prefrontal cortex,-0.34,0.000193,DOWN,Microarray,26793951
16,CCDC102A,prefrontal cortex,0.75,0.00000402,UP,RNA-Seq,26793951
16,CCDC113,prefrontal cortex,-0.4,0.000897,DOWN,RNA-Seq,26793951
22,CCDC117,prefrontal cortex,0.42,0.0000649,UP,RNA-Seq,26793951
17,CCDC144A,prefrontal cortex,-0.83,0.000401,DOWN,RNA-Seq,26793951
19,CCDC151,prefrontal cortex,0.64,0.0000067,UP,RNA-Seq,26793951
1,CCDC21,prefrontal cortex,-0.43,0.000827,DOWN,Microarray,26793951
3,CCDC36,prefrontal cortex,0.58,0.00261,UP,RNA-Seq,26793951
12,CCDC42B,prefrontal cortex,-0.65,0.00175,DOWN,RNA-Seq,26793951
17,CCDC43,prefrontal cortex,-0.24,0.00184,DOWN,RNA-Seq,26793951
18,CCDC5,prefrontal cortex,0.33,0.000187,UP,Microarray,26793951
3,CCDC58,prefrontal cortex,-0.1,0.00365,DOWN,microarray transcriptomics,26793951
2,CCDC88A,prefrontal cortex,-0.38,0.00179,DOWN,RNA-Seq,26793951
6,CCHCR1,prefrontal cortex,0.31,0.000646,UP,RNA-Seq,26793951
16,CCL17,prefrontal cortex,0.8,0.000277,UP,RNA-Seq,26793951
6,CCND3,prefrontal cortex,0.27,0.000352,UP,RNA-Seq,26793951
5,CCNH,prefrontal cortex,-0.26,0.00285,DOWN,RNA-Seq,26793951
10,CCSER2,prefrontal cortex,-0.23,0.000692,DOWN,RNA-Seq,26793951
17,CCT6B,prefrontal cortex,-0.52,0.00273,DOWN,RNA-Seq,26793951
19,CD177,prefrontal cortex,0.98,0.0000368,UP,RNA-Seq,26793951
7,CD36,prefrontal cortex,-0.86,0.00013,DOWN,RNA-Seq,26793951
4,CD38,prefrontal cortex,-0.62,0.00215,DOWN,RNA-Seq,26793951
12,CD4,prefrontal cortex,0.52,0.00026,UP,RNA-Seq,26793951
3,CD47,prefrontal cortex,-0.22,0.00274,DOWN,RNA-Seq,26793951
11,CD59,prefrontal cortex,0.53,0.0000515,UP,Microarray,26793951
12,CD63,prefrontal cortex,0.24,0.000295,UP,Microarray,26793951
1,CDC2L1,prefrontal cortex,-0.46,0.000503,DOWN,Microarray,26793951
11,CDC42BPG,prefrontal cortex,-0.74,0.00146,DOWN,RNA-Seq,26793951
16,CDH15,prefrontal cortex,-0.77,0.000213,DOWN,RNA-Seq,26793951
16,CDK10,prefrontal cortex,0.35,0.000652,UP,RNA-Seq,26793951
11,CDK2AP2,prefrontal cortex,0.4,0.00147,UP,RNA-Seq,26793951
6,CDKAL1,prefrontal cortex,-0.49,0.0000213,DOWN,Microarray,26793951
X,CDKL5,prefrontal cortex,-1.15,0.000000226,DOWN,RNA-Seq,26793951
3,CDV3,prefrontal cortex,-0.18,0.00433,DOWN,microarray transcriptomics,26793951
20,CEBPB,prefrontal cortex,0.52,0.000703,UP,RNA-Seq,26793951
8,CEBPD,prefrontal cortex,0.58,0.0031,UP,RNA-Seq,26793951
19,CEBPG,prefrontal cortex,0.33,0.000468,UP,RNA-Seq,26793951
9,CEL,prefrontal cortex,0.57,0.00248,UP,RNA-Seq,26793951
22,CELSR1,prefrontal cortex,0.84,0.0000244,UP,RNA-Seq,26793951
1,CENPL,prefrontal cortex,-0.25,0.00261,DOWN,RNA-Seq,26793951
16,CENPT,prefrontal cortex,-0.34,0.000877,DOWN,Microarray,26793951
12,CEP83,prefrontal cortex,-0.42,0.0000247,DOWN,RNA-Seq,26793951
19,CERS1,prefrontal cortex,0.45,0.0000957,UP,RNA-Seq,26793951
16,CES2,prefrontal cortex,-0.31,0.000225,DOWN,RNA-Seq,26793951
-,CF528315,prefrontal cortex,-0.44,0.0000793,DOWN,Microarray,26793951
19,CFD,prefrontal cortex,0.55,0.00058,UP,RNA-Seq,26793951
7,CFTR,prefrontal cortex,-0.75,0.00089,DOWN,RNA-Seq,26793951
3,CGGBP1,prefrontal cortex,0.36,0.000652,UP,Microarray,26793951
20,CHD6,prefrontal cortex,-0.25,0.00148,DOWN,RNA-Seq,26793951
4,CHIC2,prefrontal cortex,0.29,0.0026,UP,RNA-Seq,26793951
X,CHM,prefrontal cortex,0.09,0.00143,UP,microarray transcriptomics,26793951
14,CHMP4A,prefrontal cortex,0.33,0.00178,UP,RNA-Seq,26793951
17,CHMP6,prefrontal cortex,0.1,0.00503,UP,microarray transcriptomics,26793951
11,CHORDC1,prefrontal cortex,0.57,0.000156,UP,RNA-Seq,26793951
19,CIRBP,prefrontal cortex,-0.49,0.000471,DOWN,RNA-Seq,26793951
19,CIRBP,prefrontal cortex,-0.53,0.000906,DOWN,Microarray,26793951
1,CKS1B,prefrontal cortex,0.5,0.000033,UP,Microarray,26793951
9,CKS2,prefrontal cortex,0.61,0.000208,UP,RNA-Seq,26793951
3,CLASP2,prefrontal cortex,-0.32,0.00159,DOWN,RNA-Seq,26793951
7,CLDN15,prefrontal cortex,0.54,0.00256,UP,RNA-Seq,26793951
7,CLDN3,prefrontal cortex,-0.72,0.00243,DOWN,RNA-Seq,26793951
17,CLDN7,prefrontal cortex,0.71,0.000659,UP,RNA-Seq,26793951
16,CLEC18A,prefrontal cortex,0.55,0.00291,UP,RNA-Seq,26793951
16,CLEC18B,prefrontal cortex,0.64,0.0000944,UP,RNA-Seq,26793951
12,CLEC2B,prefrontal cortex,0.64,0.00124,UP,RNA-Seq,26793951
2,CLEC4F,prefrontal cortex,-0.71,0.0026,DOWN,RNA-Seq,26793951
7,CLEC5A,prefrontal cortex,0.51,0.000834,UP,Microarray,26793951
X,CLIC2,prefrontal cortex,0.49,0.000625,UP,RNA-Seq,26793951
8,CLU,prefrontal cortex,0.43,0.000293,UP,RNA-Seq,26793951
5,CMBL,prefrontal cortex,0.11,0.00178,UP,microarray transcriptomics,26793951
-,CN358250,prefrontal cortex,0.4,0.000867,UP,Microarray,26793951
X,CNKSR2,prefrontal cortex,0.09,0.00241,UP,microarray transcriptomics,26793951
2,CNRIP1,prefrontal cortex,0.11,0.00346,UP,microarray transcriptomics,26793951
19,CNTD2,prefrontal cortex,0.67,0.000829,UP,RNA-Seq,26793951
12,CNTN1,prefrontal cortex,0.08,0.00351,UP,microarray transcriptomics,26793951
1,CNTN2,prefrontal cortex,-0.08,0.00326,DOWN,microarray transcriptomics,26793951
3,CNTN3,prefrontal cortex,0.12,0.00526,UP,microarray transcriptomics,26793951
11,CNTN5,prefrontal cortex,0.15,0.00371,UP,microarray transcriptomics,26793951
7,CNTNAP2,prefrontal cortex,-0.09,0.000217,DOWN,microarray transcriptomics,26793951
2,CNTNAP5,prefrontal cortex,-0.69,0.000966,DOWN,RNA-Seq,26793951
7,COA1,prefrontal cortex,-0.23,0.000407,DOWN,RNA-Seq,26793951
14,COCH,prefrontal cortex,-0.86,0.000251,DOWN,RNA-Seq,26793951
10,COL13A1,prefrontal cortex,-0.71,0.00255,DOWN,RNA-Seq,26793951
6,COL19A1,prefrontal cortex,-0.63,0.00228,DOWN,RNA-Seq,26793951
19,COLGALT1,prefrontal cortex,0.36,0.000742,UP,RNA-Seq,26793951
7,COPG2,prefrontal cortex,-0.21,0.00196,DOWN,RNA-Seq,26793951
16,COQ9,prefrontal cortex,-0.13,0.000566,DOWN,microarray transcriptomics,26793951
15,CORO2B,prefrontal cortex,-0.06,0.00135,DOWN,microarray transcriptomics,26793951
17,COX11,prefrontal cortex,-0.18,0.00114,DOWN,RNA-Seq,26793951
10,COX15,prefrontal cortex,-0.23,0.000231,DOWN,RNA-Seq,26793951
4,COX18,prefrontal cortex,-0.21,0.000845,DOWN,RNA-Seq,26793951
16,COX4I1,prefrontal cortex,-0.1,0.00133,DOWN,microarray transcriptomics,26793951
8,COX6C,prefrontal cortex,-0.11,0.00475,DOWN,microarray transcriptomics,26793951
2,COX7A2L,prefrontal cortex,-0.09,0.00233,DOWN,microarray transcriptomics,26793951
4,CPE,prefrontal cortex,0.14,0.000717,UP,microarray transcriptomics,26793951
4,CPLX1,prefrontal cortex,-0.36,0.0000662,DOWN,microarray transcriptomics,26793951
5,CPLX2,prefrontal cortex,-0.28,0.000797,DOWN,microarray transcriptomics,26793951
22,CPT1B,prefrontal cortex,0.47,0.000757,UP,RNA-Seq,26793951
-,CR592318,prefrontal cortex,0.29,0.000329,UP,Microarray,26793951
-,CR599788,prefrontal cortex,-0.57,0.000195,DOWN,Microarray,26793951
15,CRABP1,prefrontal cortex,0.66,0.00291,UP,RNA-Seq,26793951
3,CRELD1,prefrontal cortex,0.33,0.000433,UP,RNA-Seq,26793951
3,CRELD1,prefrontal cortex,-0.11,0.00129,DOWN,microarray transcriptomics,26793951
14,CRIP2,prefrontal cortex,0.22,7.83E-08,UP,microarray transcriptomics,26793951
11,CRTAM,prefrontal cortex,-0.98,0.0000313,DOWN,RNA-Seq,26793951
11,CRY2,prefrontal cortex,-0.28,0.000469,DOWN,Microarray,26793951
21,CRYZL1,prefrontal cortex,-0.17,0.00285,DOWN,RNA-Seq,26793951
12,CS,prefrontal cortex,-0.08,0.0038,DOWN,microarray transcriptomics,26793951
X,CSAG1,prefrontal cortex,0.71,0.00011,UP,RNA-Seq,26793951
1,CSF1,prefrontal cortex,0.66,0.0000811,UP,RNA-Seq,26793951
20,CST3,prefrontal cortex,-0.2,0.00598,DOWN,microarray transcriptomics,26793951
-,CTA-299D3.8,prefrontal cortex,0.86,0.000276,UP,RNA-Seq,26793951
-,CTD-2260A17.2,prefrontal cortex,-0.36,0.000177,DOWN,RNA-Seq,26793951
3,CTNNB1,prefrontal cortex,-0.42,0.000149,DOWN,Microarray,26793951
7,CTTNBP2,prefrontal cortex,-0.34,0.00179,DOWN,RNA-Seq,26793951
10,CUL2,prefrontal cortex,0.09,0.000294,UP,microarray transcriptomics,26793951
10,CUZD1,prefrontal cortex,0.37,0.00276,UP,RNA-Seq,26793951
21,CXADR,prefrontal cortex,0.18,0.000168,UP,microarray transcriptomics,26793951
4,CXCL6,prefrontal cortex,0.85,0.000389,UP,RNA-Seq,26793951
2,CXCR4,prefrontal cortex,0.83,0.0000236,UP,RNA-Seq,26793951
X,CXorf28,prefrontal cortex,0.64,0.00192,UP,RNA-Seq,26793951
X,CXorf56,prefrontal cortex,-0.25,0.00256,DOWN,RNA-Seq,26793951
X,CXorf67,prefrontal cortex,0.66,0.000458,UP,RNA-Seq,26793951
3,CYB561D2,prefrontal cortex,-0.39,0.000807,DOWN,RNA-Seq,26793951
22,CYB5R3,prefrontal cortex,-0.32,0.000461,DOWN,Microarray,26793951
16,CYBA,prefrontal cortex,0.52,0.00152,UP,RNA-Seq,26793951
7,CYCS,prefrontal cortex,-0.1,0.00101,DOWN,microarray transcriptomics,26793951
5,CYFIP2,prefrontal cortex,0.09,0.00361,UP,microarray transcriptomics,26793951
8,CYHR1,prefrontal cortex,0.27,0.00263,UP,RNA-Seq,26793951
10,CYP17A1,prefrontal cortex,-0.46,0.000516,DOWN,RNA-Seq,26793951
7,CYP3A4,prefrontal cortex,0.69,0.000575,UP,Microarray,26793951
12,DAO,prefrontal cortex,-1.05,0.0000111,DOWN,RNA-Seq,26793951
6,DAXX,prefrontal cortex,0.22,0.00298,UP,RNA-Seq,26793951
19,DAZAP1,prefrontal cortex,-0.16,0.000000517,DOWN,microarray transcriptomics,26793951
-,DB365246,prefrontal cortex,-0.65,0.000321,DOWN,Microarray,26793951
-,DB380193,prefrontal cortex,-0.3,0.000866,DOWN,Microarray,26793951
1,DBT,prefrontal cortex,-0.36,0.000807,DOWN,RNA-Seq,26793951
4,DCAF16,prefrontal cortex,-0.51,0.0000147,DOWN,RNA-Seq,26793951
4,DCAF4L1,prefrontal cortex,0.45,0.00249,UP,RNA-Seq,26793951
18,DCC,prefrontal cortex,-0.69,0.000795,DOWN,RNA-Seq,26793951
5,DCTN4,prefrontal cortex,-0.15,0.000796,DOWN,RNA-Seq,26793951
14,DDHD1,prefrontal cortex,-0.29,0.000825,DOWN,RNA-Seq,26793951
14,DDHD1,prefrontal cortex,-0.13,0.00628,DOWN,microarray transcriptomics,26793951
8,DDHD2,prefrontal cortex,-0.28,0.000811,DOWN,RNA-Seq,26793951
10,DDIT4,prefrontal cortex,1.01,0.000000016,UP,RNA-Seq,26793951
4,DDIT4L,prefrontal cortex,0.67,0.000282,UP,RNA-Seq,26793951
16,DDX19A,prefrontal cortex,-0.18,0.0026,DOWN,RNA-Seq,26793951
20,DDX27,prefrontal cortex,0.2,0.00126,UP,RNA-Seq,26793951
1,DEDD,prefrontal cortex,0.13,0.00204,UP,RNA-Seq,26793951
19,DEDD2,prefrontal cortex,0.46,0.000131,UP,RNA-Seq,26793951
16,DEF8,prefrontal cortex,-0.33,0.0000578,DOWN,Microarray,26793951
6,DEK,prefrontal cortex,0.38,0.000831,UP,Microarray,26793951
8,DERL1,prefrontal cortex,0.33,0.0000121,UP,Microarray,26793951
8,DERL1,prefrontal cortex,0.18,0.000422,UP,Microarray,26793951
7,DGKI,prefrontal cortex,-0.55,0.0000531,DOWN,RNA-Seq,26793951
3,DHFRL1,prefrontal cortex,-0.48,0.000126,DOWN,RNA-Seq,26793951
1,DHRS3,prefrontal cortex,0.42,0.00136,UP,RNA-Seq,26793951
2,DHX57,prefrontal cortex,-0.24,0.0004,DOWN,RNA-Seq,26793951
1,DIEXF,prefrontal cortex,-0.18,0.00254,DOWN,RNA-Seq,26793951
14,DIO3,prefrontal cortex,0.58,0.00268,UP,RNA-Seq,26793951
12,DIP2B,prefrontal cortex,-0.09,0.00261,DOWN,microarray transcriptomics,26793951
19,DIRAS1,prefrontal cortex,-0.16,0.0000897,DOWN,microarray transcriptomics,26793951
X,DKC1,prefrontal cortex,0.13,0.0000915,UP,microarray transcriptomics,26793951
11,DLAT,prefrontal cortex,-0.09,0.000156,DOWN,microarray transcriptomics,26793951
7,DLD,prefrontal cortex,-0.06,0.00411,DOWN,microarray transcriptomics,26793951
15,DLL4,prefrontal cortex,0.56,0.000831,UP,RNA-Seq,26793951
19,DMPK,prefrontal cortex,0.32,0.00267,UP,RNA-Seq,26793951
X,DMRTC1B,prefrontal cortex,0.63,0.0012,UP,RNA-Seq,26793951
19,DNAJB1,prefrontal cortex,1.21,5.54E-09,UP,RNA-Seq,26793951
10,DNAJB12,prefrontal cortex,0.21,0.000545,UP,Microarray,26793951
22,DNAJB7,prefrontal cortex,-0.75,0.000131,DOWN,RNA-Seq,26793951
2,DNAJC10,prefrontal cortex,-0.35,0.000408,DOWN,RNA-Seq,26793951
1,DNAJC11,prefrontal cortex,-0.08,0.00351,DOWN,microarray transcriptomics,26793951
5,DNAJC18,prefrontal cortex,-0.19,0.00118,DOWN,RNA-Seq,26793951
12,DNAJC22,prefrontal cortex,-0.63,0.00216,DOWN,RNA-Seq,26793951
11,DNAJC4,prefrontal cortex,-0.17,0.000635,DOWN,Microarray,26793951
1,DNAJC6,prefrontal cortex,-0.35,0.0029,DOWN,RNA-Seq,26793951
16,DNASE1L2,prefrontal cortex,0.59,0.000162,UP,RNA-Seq,26793951
3,DNASE1L3,prefrontal cortex,0.78,0.000685,UP,RNA-Seq,26793951
19,DOCK6,prefrontal cortex,0.56,0.0000609,UP,RNA-Seq,26793951
2,DOK1,prefrontal cortex,0.36,0.00215,UP,RNA-Seq,26793951
6,DOPEY1,prefrontal cortex,-0.42,0.000012,DOWN,RNA-Seq,26793951
11,DPAGT1,prefrontal cortex,0.23,0.000246,UP,RNA-Seq,26793951
5,DPYSL3,prefrontal cortex,0.22,0.000000157,UP,microarray transcriptomics,26793951
2,DPYSL5,prefrontal cortex,0.09,0.00584,UP,microarray transcriptomics,26793951
-,DQ786272,prefrontal cortex,-0.49,0.000261,DOWN,Microarray,26793951
3,DRD3,prefrontal cortex,-0.75,0.000785,DOWN,RNA-Seq,26793951
5,DROSHA,prefrontal cortex,-0.16,0.00182,DOWN,RNA-Seq,26793951
5,DTWD2,prefrontal cortex,-0.44,0.000186,DOWN,RNA-Seq,26793951
7,DTX2,prefrontal cortex,0.37,0.00134,UP,RNA-Seq,26793951
7,DUS4L,prefrontal cortex,-0.38,0.000189,DOWN,RNA-Seq,26793951
8,DUSP4,prefrontal cortex,-0.76,0.000257,DOWN,RNA-Seq,26793951
X,DUSP9,prefrontal cortex,0.54,0.000736,UP,RNA-Seq,26793951
10,DYDC2,prefrontal cortex,-0.67,0.00222,DOWN,RNA-Seq,26793951
12,DYNLL1,prefrontal cortex,0.29,0.000233,UP,Microarray,26793951
20,DZANK1,prefrontal cortex,-0.24,0.00142,DOWN,RNA-Seq,26793951
-,E01979,prefrontal cortex,-0.83,0.0000329,DOWN,Microarray,26793951
-,E01979,prefrontal cortex,-0.33,0.0000918,DOWN,Microarray,26793951
16,E2F4,prefrontal cortex,0.27,0.000381,UP,RNA-Seq,26793951
2,E2F6,prefrontal cortex,0.22,0.000835,UP,Microarray,26793951
19,EBI3,prefrontal cortex,0.63,0.000425,UP,RNA-Seq,26793951
-,EC519343,prefrontal cortex,-0.4,0.000201,DOWN,Microarray,26793951
10,ECD,prefrontal cortex,-0.24,0.000698,DOWN,RNA-Seq,26793951
10,ECHDC3,prefrontal cortex,0.55,0.0017,UP,RNA-Seq,26793951
6,EEF1A1,prefrontal cortex,0.07,0.00128,UP,microarray transcriptomics,26793951
7,EFCAB10,prefrontal cortex,-0.43,0.00162,DOWN,RNA-Seq,26793951
